date,open,high,low,close,volume
2025-03-22T00:00:00-04:00,15.909,16.708,15.415,15.575,0.0
2025-03-21T00:00:00-04:00,14.146,15.917,13.882,15.908,0.0
2025-03-20T00:00:00-04:00,15.604,15.79,13.98,14.147,0.0
2025-03-19T00:00:00-04:00,14.164,15.781,13.784,15.604,0.0
2025-03-18T00:00:00-04:00,13.252,14.322,12.868,14.164,0.0
2025-03-17T00:00:00-04:00,12.969,14.053,12.963,13.252,0.0
2025-03-16T00:00:00-04:00,14.379,14.406,12.812,12.969,0.0
2025-03-15T00:00:00-04:00,13.778,14.79,13.772,14.379,0.0
2025-03-14T00:00:00-04:00,12.319,14.502,12.285,13.778,0.0
2025-03-13T00:00:00-04:00,13.159,13.646,12.078,12.321,0.0
2025-03-12T00:00:00-04:00,13.779,14.244,12.428,13.159,0.0
2025-03-11T00:00:00-04:00,13.465,14.745,12.953,13.779,0.0
2025-03-10T00:00:00-04:00,14.418,15.368,13.228,13.466,0.0
2025-03-09T00:00:00-05:00,15.108,15.571,14.22,14.418,0.0
2025-03-08T00:00:00-05:00,15.139,16.053,15.013,15.108,0.0
2025-03-07T00:00:00-05:00,15.394,16.439,14.649,15.138,0.0
2025-03-06T00:00:00-05:00,17.182,17.577,14.989,15.397,0.0
2025-03-05T00:00:00-05:00,17.096,17.93,16.353,17.184,0.0
2025-03-04T00:00:00-05:00,17.919,18.1,15.379,17.096,0.0
2025-03-03T00:00:00-05:00,20.526,21.064,17.463,17.906,0.0
2025-03-02T00:00:00-05:00,19.609,21.001,18.223,20.526,0.0
2025-03-01T00:00:00-05:00,19.925,20.513,18.828,19.607,0.0
